identifier,ident_count,city,year
72880,6,Los Angeles,2019
33609,6,Los Angeles,2019
456853,6,Los Angeles,2019
63000,6,Los Angeles,2019
29091,5,Los Angeles,2019
1604503,5,Los Angeles,2019
1650404,5,Los Angeles,2019
2273268,5,Los Angeles,2019
1490864,5,Los Angeles,2019
741877,5,Los Angeles,2019
1700701,5,Los Angeles,2019
127870,5,Los Angeles,2019
38338,5,Los Angeles,2019
738947,5,Los Angeles,2019
164021,5,Los Angeles,2019
165717,5,Los Angeles,2019
1613571,5,Los Angeles,2019
170354,5,Los Angeles,2019
1713896,5,Los Angeles,2019
1515309,5,Los Angeles,2019
749221,5,Los Angeles,2019
65561,5,Los Angeles,2019
81889,5,Los Angeles,2019
86412,5,Los Angeles,2019
1542326,5,Los Angeles,2019
29935,5,Los Angeles,2019
98101,5,Los Angeles,2019
98904,5,Los Angeles,2019
63792,5,Los Angeles,2019
1673632,5,Los Angeles,2019
764494,5,Los Angeles,2019
850515,5,Los Angeles,2019
2249019,5,Los Angeles,2019
1909106,5,Los Angeles,2019
3113652,5,Los Angeles,2019
780527,5,Los Angeles,2019
1521850,5,Los Angeles,2019
176684,5,Los Angeles,2019
182047,5,Los Angeles,2019
278557,5,Los Angeles,2019
1140282,5,Los Angeles,2019
617101,5,Los Angeles,2019
972936,5,Los Angeles,2019
371579,5,Los Angeles,2019
405954,5,Los Angeles,2019
1353485,5,Los Angeles,2019
431145,5,Los Angeles,2019
553242,5,Los Angeles,2019
2721932,5,Los Angeles,2019
485578,5,Los Angeles,2019
1178311,5,Los Angeles,2019
1666166,5,Los Angeles,2019
527710,5,Los Angeles,2019
7757,5,Los Angeles,2019
512555,5,Los Angeles,2019
324885,5,Los Angeles,2019
601707,5,Los Angeles,2019
960916,5,Los Angeles,2019
709032,5,Los Angeles,2019
1084107,5,Los Angeles,2019
206709,5,Los Angeles,2019
1445795,5,Los Angeles,2019
2380625,5,Los Angeles,2019
1101482,5,Los Angeles,2019
223005,5,Los Angeles,2019
228243,5,Los Angeles,2019
305,5,Los Angeles,2019
1677894,5,Los Angeles,2019
1484420,4,Los Angeles,2019
1479533,4,Los Angeles,2019
1229745,4,Los Angeles,2019
1484426,4,Los Angeles,2019
1484263,4,Los Angeles,2019
1591915,4,Los Angeles,2019
1587329,4,Los Angeles,2019
1584261,4,Los Angeles,2019
1182363,4,Los Angeles,2019
1664679,4,Los Angeles,2019
1436999,4,Los Angeles,2019
1673401,4,Los Angeles,2019
1097120,4,Los Angeles,2019
1652713,4,Los Angeles,2019
1672119,4,Los Angeles,2019
1336731,4,Los Angeles,2019
1013268,4,Los Angeles,2019
1344503,4,Los Angeles,2019
1659173,4,Los Angeles,2019
1364542,4,Los Angeles,2019
1658045,4,Los Angeles,2019
1060689,4,Los Angeles,2019
1040988,4,Los Angeles,2019
1386139,4,Los Angeles,2019
1569318,4,Los Angeles,2019
34641,4,Los Angeles,2019
131031,4,Los Angeles,2019
278189,4,Los Angeles,2019
205278,4,Los Angeles,2019
647854,4,Los Angeles,2019
939434,4,Los Angeles,2019
428523,4,Los Angeles,2019
429066,4,Los Angeles,2019
1732717,4,Los Angeles,2019
612306,4,Los Angeles,2019
582773,4,Los Angeles,2019
127441,4,Los Angeles,2019
7580,4,Los Angeles,2019
539598,4,Los Angeles,2019
516849,4,Los Angeles,2019
221575,4,Los Angeles,2019
220046,4,Los Angeles,2019
8614,4,Los Angeles,2019
10980,4,Los Angeles,2019
25718,4,Los Angeles,2019
154438,4,Los Angeles,2019
2659036,4,Los Angeles,2019
25160,4,Los Angeles,2019
461458,4,Los Angeles,2019
12636,4,Los Angeles,2019
457568,4,Los Angeles,2019
453687,4,Los Angeles,2019
5692,4,Los Angeles,2019
1693935,4,Los Angeles,2019
682368,4,Los Angeles,2019
1856381,4,Los Angeles,2019
35644,4,Los Angeles,2019
851319,4,Los Angeles,2019
42513,4,Los Angeles,2019
281999,4,Los Angeles,2019
827979,4,Los Angeles,2019
274968,4,Los Angeles,2019
813393,4,Los Angeles,2019
321537,4,Los Angeles,2019
358682,4,Los Angeles,2019
2116455,4,Los Angeles,2019
56848,4,Los Angeles,2019
683711,4,Los Angeles,2019
57863,4,Los Angeles,2019
747374,4,Los Angeles,2019
722342,4,Los Angeles,2019
91922,4,Los Angeles,2019
1676838,4,Los Angeles,2019
709489,4,Los Angeles,2019
20922,4,Los Angeles,2019
66558,4,Los Angeles,2019
1471471,3,Los Angeles,2019
245719,3,Los Angeles,2019
265595,3,Los Angeles,2019
1448594,3,Los Angeles,2019
1440786,3,Los Angeles,2019
1464970,3,Los Angeles,2019
221979,3,Los Angeles,2019
220509,3,Los Angeles,2019
1461439,3,Los Angeles,2019
1463753,3,Los Angeles,2019
1437570,3,Los Angeles,2019
20593,3,Los Angeles,2019
20685,3,Los Angeles,2019
964716,3,Los Angeles,2019
1476490,3,Los Angeles,2019
195291,3,Los Angeles,2019
36026,3,Los Angeles,2019
44170,3,Los Angeles,2019
44783,3,Los Angeles,2019
1590025,3,Los Angeles,2019
50494,3,Los Angeles,2019
1587086,3,Los Angeles,2019
59233,3,Los Angeles,2019
1566366,3,Los Angeles,2019
83288,3,Los Angeles,2019
27908,3,Los Angeles,2019
94051,3,Los Angeles,2019
94216,3,Los Angeles,2019
100933,3,Los Angeles,2019
1527761,3,Los Angeles,2019
27227,3,Los Angeles,2019
104025,3,Los Angeles,2019
1517204,3,Los Angeles,2019
121021,3,Los Angeles,2019
1514649,3,Los Angeles,2019
132487,3,Los Angeles,2019
138840,3,Los Angeles,2019
140881,3,Los Angeles,2019
26473,3,Los Angeles,2019
1484376,3,Los Angeles,2019
187480,3,Los Angeles,2019
275762,3,Los Angeles,2019
426185,3,Los Angeles,2019
278660,3,Los Angeles,2019
740274,3,Los Angeles,2019
583859,3,Los Angeles,2019
1151838,3,Los Angeles,2019
621200,3,Los Angeles,2019
1136170,3,Los Angeles,2019
6743,3,Los Angeles,2019
634681,3,Los Angeles,2019
2340,3,Los Angeles,2019
6690,3,Los Angeles,2019
648432,3,Los Angeles,2019
1104183,3,Los Angeles,2019
664210,3,Los Angeles,2019
5180,3,Los Angeles,2019
5179,3,Los Angeles,2019
2692,3,Los Angeles,2019
1416928,3,Los Angeles,2019
757388,3,Los Angeles,2019
766478,3,Los Angeles,2019
771325,3,Los Angeles,2019
773740,3,Los Angeles,2019
1027806,3,Los Angeles,2019
1024452,3,Los Angeles,2019
776740,3,Los Angeles,2019
793005,3,Los Angeles,2019
818374,3,Los Angeles,2019
828443,3,Los Angeles,2019
850893,3,Los Angeles,2019
883012,3,Los Angeles,2019
894866,3,Los Angeles,2019
1158723,3,Los Angeles,2019
538113,3,Los Angeles,2019
513187,3,Los Angeles,2019
1167568,3,Los Angeles,2019
317487,3,Los Angeles,2019
16663,3,Los Angeles,2019
1371165,3,Los Angeles,2019
1369955,3,Los Angeles,2019
364713,3,Los Angeles,2019
367383,3,Los Angeles,2019
397632,3,Los Angeles,2019
414398,3,Los Angeles,2019
14990,3,Los Angeles,2019
1331410,3,Los Angeles,2019
1314854,3,Los Angeles,2019
431103,3,Los Angeles,2019
437361,3,Los Angeles,2019
438428,3,Los Angeles,2019
440904,3,Los Angeles,2019
443199,3,Los Angeles,2019
455388,3,Los Angeles,2019
1229743,3,Los Angeles,2019
456270,3,Los Angeles,2019
1210028,3,Los Angeles,2019
459714,3,Los Angeles,2019
466325,3,Los Angeles,2019
1193035,3,Los Angeles,2019
1183433,3,Los Angeles,2019
470201,3,Los Angeles,2019
473359,3,Los Angeles,2019
642,3,Los Angeles,2019
1629319,3,Los Angeles,2019
1079214,3,Los Angeles,2019
1664743,3,Los Angeles,2019
2792059,3,Los Angeles,2019
1676429,3,Los Angeles,2019
1653151,3,Los Angeles,2019
1637813,3,Los Angeles,2019
1653236,3,Los Angeles,2019
1997826,3,Los Angeles,2019
1654074,3,Los Angeles,2019
2470671,3,Los Angeles,2019
1687631,3,Los Angeles,2019
1664705,3,Los Angeles,2019
1676023,3,Los Angeles,2019
2000059,3,Los Angeles,2019
1665157,3,Los Angeles,2019
2001523,3,Los Angeles,2019
1660660,3,Los Angeles,2019
1640555,3,Los Angeles,2019
1657743,3,Los Angeles,2019
2747734,3,Los Angeles,2019
2039940,3,Los Angeles,2019
2558804,3,Los Angeles,2019
1674461,3,Los Angeles,2019
1674653,3,Los Angeles,2019
1674761,3,Los Angeles,2019
1653147,3,Los Angeles,2019
1748559,3,Los Angeles,2019
2326286,3,Los Angeles,2019
1868836,3,Los Angeles,2019
2254300,3,Los Angeles,2019
1867531,3,Los Angeles,2019
1896177,3,Los Angeles,2019
1673204,3,Los Angeles,2019
1667830,3,Los Angeles,2019
3394545,3,Los Angeles,2019
2220426,3,Los Angeles,2019
1680342,3,Los Angeles,2019
1666115,3,Los Angeles,2019
1693086,3,Los Angeles,2019
1698628,2,Los Angeles,2019
1668063,2,Los Angeles,2019
1698027,2,Los Angeles,2019
1266681,2,Los Angeles,2019
1660554,2,Los Angeles,2019
204678,2,Los Angeles,2019
168545,2,Los Angeles,2019
1668282,2,Los Angeles,2019
169070,2,Los Angeles,2019
1113207,2,Los Angeles,2019
1660549,2,Los Angeles,2019
1668777,2,Los Angeles,2019
1699854,2,Los Angeles,2019
164822,2,Los Angeles,2019
1130299,2,Los Angeles,2019
1223411,2,Los Angeles,2019
1258096,2,Los Angeles,2019
1667673,2,Los Angeles,2019
204551,2,Los Angeles,2019
1160656,2,Los Angeles,2019
216076,2,Los Angeles,2019
216967,2,Los Angeles,2019
204496,2,Los Angeles,2019
1191869,2,Los Angeles,2019
155080,2,Los Angeles,2019
200907,2,Los Angeles,2019
1661926,2,Los Angeles,2019
1664710,2,Los Angeles,2019
1667709,2,Los Angeles,2019
1664702,2,Los Angeles,2019
1203993,2,Los Angeles,2019
1664675,2,Los Angeles,2019
219917,2,Los Angeles,2019
1666106,2,Los Angeles,2019
1301503,2,Los Angeles,2019
145200,2,Los Angeles,2019
1311971,2,Los Angeles,2019
1437878,2,Los Angeles,2019
96731,2,Los Angeles,2019
1781747,2,Los Angeles,2019
93578,2,Los Angeles,2019
1447206,2,Los Angeles,2019
1448590,2,Los Angeles,2019
1448595,2,Los Angeles,2019
1453678,2,Los Angeles,2019
83520,2,Los Angeles,2019
1653101,2,Los Angeles,2019
1467339,2,Los Angeles,2019
1467957,2,Los Angeles,2019
1815497,2,Los Angeles,2019
1469107,2,Los Angeles,2019
78008,2,Los Angeles,2019
76855,2,Los Angeles,2019
1653083,2,Los Angeles,2019
1817524,2,Los Angeles,2019
1479478,2,Los Angeles,2019
1482669,2,Los Angeles,2019
70032,2,Los Angeles,2019
65660,2,Los Angeles,2019
1484253,2,Los Angeles,2019
1881456,2,Los Angeles,2019
1653608,2,Los Angeles,2019
112851,2,Los Angeles,2019
1700699,2,Los Angeles,2019
1427442,2,Los Angeles,2019
1322096,2,Los Angeles,2019
1330762,2,Los Angeles,2019
149563,2,Los Angeles,2019
1341402,2,Los Angeles,2019
1660121,2,Los Angeles,2019
147592,2,Los Angeles,2019
1354299,2,Los Angeles,2019
1668882,2,Los Angeles,2019
1658879,2,Los Angeles,2019
1704982,2,Los Angeles,2019
143037,2,Los Angeles,2019
142166,2,Los Angeles,2019
1657037,2,Los Angeles,2019
1705930,2,Los Angeles,2019
1706160,2,Los Angeles,2019
1376373,2,Los Angeles,2019
1716411,2,Los Angeles,2019
1402207,2,Los Angeles,2019
123490,2,Los Angeles,2019
121227,2,Los Angeles,2019
121203,2,Los Angeles,2019
1654336,2,Los Angeles,2019
113600,2,Los Angeles,2019
1668859,2,Los Angeles,2019
1034156,2,Los Angeles,2019
1093439,2,Los Angeles,2019
423501,2,Los Angeles,2019
729195,2,Los Angeles,2019
433818,2,Los Angeles,2019
433687,2,Los Angeles,2019
734754,2,Los Angeles,2019
737295,2,Los Angeles,2019
1676274,2,Los Angeles,2019
1676264,2,Los Angeles,2019
1676048,2,Los Angeles,2019
1687665,2,Los Angeles,2019
743732,2,Los Angeles,2019
745213,2,Los Angeles,2019
748372,2,Los Angeles,2019
1687187,2,Los Angeles,2019
754510,2,Los Angeles,2019
756324,2,Los Angeles,2019
416813,2,Los Angeles,2019
757539,2,Los Angeles,2019
758510,2,Los Angeles,2019
411515,2,Los Angeles,2019
762403,2,Los Angeles,2019
1675407,2,Los Angeles,2019
1675333,2,Los Angeles,2019
1690094,2,Los Angeles,2019
776526,2,Los Angeles,2019
1676396,2,Los Angeles,2019
697682,2,Los Angeles,2019
239163,2,Los Angeles,2019
1684510,2,Los Angeles,2019
521365,2,Los Angeles,2019
520840,2,Los Angeles,2019
560529,2,Los Angeles,2019
1684269,2,Los Angeles,2019
1679335,2,Los Angeles,2019
1679308,2,Los Angeles,2019
1684370,2,Los Angeles,2019
500661,2,Los Angeles,2019
499666,2,Los Angeles,2019
595615,2,Los Angeles,2019
496404,2,Los Angeles,2019
617098,2,Los Angeles,2019
1677317,2,Los Angeles,2019
620960,2,Los Angeles,2019
473000,2,Los Angeles,2019
468906,2,Los Angeles,2019
1678015,2,Los Angeles,2019
645378,2,Los Angeles,2019
652311,2,Los Angeles,2019
459414,2,Los Angeles,2019
657277,2,Los Angeles,2019
660551,2,Los Angeles,2019
1685400,2,Los Angeles,2019
1685483,2,Los Angeles,2019
396293,2,Los Angeles,2019
779051,2,Los Angeles,2019
384920,2,Los Angeles,2019
994233,2,Los Angeles,2019
922526,2,Los Angeles,2019
1674239,2,Los Angeles,2019
290485,2,Los Angeles,2019
286991,2,Los Angeles,2019
949072,2,Los Angeles,2019
1673989,2,Los Angeles,2019
961426,2,Los Angeles,2019
280979,2,Los Angeles,2019
974484,2,Los Angeles,2019
1673689,2,Los Angeles,2019
988915,2,Los Angeles,2019
999066,2,Los Angeles,2019
787214,2,Los Angeles,2019
1004782,2,Los Angeles,2019
1016125,2,Los Angeles,2019
1016196,2,Los Angeles,2019
1017576,2,Los Angeles,2019
1693073,2,Los Angeles,2019
261480,2,Los Angeles,2019
261069,2,Los Angeles,2019
1672347,2,Los Angeles,2019
1049297,2,Los Angeles,2019
1693140,2,Los Angeles,2019
1065815,2,Los Angeles,2019
309263,2,Los Angeles,2019
1674298,2,Los Angeles,2019
315389,2,Los Angeles,2019
317473,2,Los Angeles,2019
382702,2,Los Angeles,2019
795954,2,Los Angeles,2019
372219,2,Los Angeles,2019
806485,2,Los Angeles,2019
808141,2,Los Angeles,2019
1674873,2,Los Angeles,2019
820774,2,Los Angeles,2019
824691,2,Los Angeles,2019
825567,2,Los Angeles,2019
1674871,2,Los Angeles,2019
1674865,2,Los Angeles,2019
837822,2,Los Angeles,2019
342643,2,Los Angeles,2019
1674352,2,Los Angeles,2019
863991,2,Los Angeles,2019
872429,2,Los Angeles,2019
329215,2,Los Angeles,2019
887173,2,Los Angeles,2019
323780,2,Los Angeles,2019
322026,2,Los Angeles,2019
907770,2,Los Angeles,2019
911612,2,Los Angeles,2019
318516,2,Los Angeles,2019
1883551,2,Los Angeles,2019
3753217,2,Los Angeles,2019
1484394,2,Los Angeles,2019
28348,2,Los Angeles,2019
1556854,2,Los Angeles,2019
19435,2,Los Angeles,2019
1554250,2,Los Angeles,2019
19674,2,Los Angeles,2019
2353676,2,Los Angeles,2019
21612,2,Los Angeles,2019
22513,2,Los Angeles,2019
1540076,2,Los Angeles,2019
1539749,2,Los Angeles,2019
2331254,2,Los Angeles,2019
1645266,2,Los Angeles,2019
2280528,2,Los Angeles,2019
1647463,2,Los Angeles,2019
2195519,2,Los Angeles,2019
1525039,2,Los Angeles,2019
1485322,2,Los Angeles,2019
1519740,2,Los Angeles,2019
1517995,2,Los Angeles,2019
1512775,2,Los Angeles,2019
33198,2,Los Angeles,2019
1506867,2,Los Angeles,2019
1505564,2,Los Angeles,2019
2032840,2,Los Angeles,2019
1499599,2,Los Angeles,2019
1498462,2,Los Angeles,2019
2032730,2,Los Angeles,2019
39672,2,Los Angeles,2019
41234,2,Los Angeles,2019
2000013,2,Los Angeles,2019
43591,2,Los Angeles,2019
19258,2,Los Angeles,2019
1564978,2,Los Angeles,2019
2473401,2,Los Angeles,2019
2481900,2,Los Angeles,2019
1636138,2,Los Angeles,2019
819,2,Los Angeles,2019
1632163,2,Los Angeles,2019
1627468,2,Los Angeles,2019
3338687,2,Los Angeles,2019
2527,2,Los Angeles,2019
3051485,2,Los Angeles,2019
3747,2,Los Angeles,2019
1620314,2,Los Angeles,2019
4915,2,Los Angeles,2019
6097,2,Los Angeles,2019
2779927,2,Los Angeles,2019
8882,2,Los Angeles,2019
1592493,2,Los Angeles,2019
2754606,2,Los Angeles,2019
1591569,2,Los Angeles,2019
2729386,2,Los Angeles,2019
2686368,2,Los Angeles,2019
2656154,2,Los Angeles,2019
13284,2,Los Angeles,2019
2626695,2,Los Angeles,2019
13444,2,Los Angeles,2019
1583719,2,Los Angeles,2019
14811,2,Los Angeles,2019
2532909,2,Los Angeles,2019
16576,2,Los Angeles,2019
2520104,2,Los Angeles,2019
16744,2,Los Angeles,2019
17401,2,Los Angeles,2019
44387,2,Los Angeles,2019
2385296,2,Los Angeles,2019
536751,2,Los Angeles,2019
1908828,2,Los Angeles,2019
1914173,2,Los Angeles,2019
1911567,2,Los Angeles,2019
1484417,2,Los Angeles,2019
1650762,2,Los Angeles,2019
53395,2,Los Angeles,2019
53702,2,Los Angeles,2019
48420,2,Los Angeles,2019
55236,2,Los Angeles,2019
1484397,2,Los Angeles,2019
1650747,2,Los Angeles,2019
1956264,2,Los Angeles,2019
405498,1,Los Angeles,2019
385210,1,Los Angeles,2019
385459,1,Los Angeles,2019
388566,1,Los Angeles,2019
2738668,1,Los Angeles,2019
1690729,1,Los Angeles,2019
391788,1,Los Angeles,2019
392423,1,Los Angeles,2019
54003,1,Los Angeles,2019
524324,1,Los Angeles,2019
67561,1,Los Angeles,2019
398178,1,Los Angeles,2019
528074,1,Los Angeles,2019
398969,1,Los Angeles,2019
2762060,1,Los Angeles,2019
402596,1,Los Angeles,2019
402954,1,Los Angeles,2019
403933,1,Los Angeles,2019
1690691,1,Los Angeles,2019
70923,1,Los Angeles,2019
384718,1,Los Angeles,2019
380265,1,Los Angeles,2019
1690873,1,Los Angeles,2019
2671468,1,Los Angeles,2019
375489,1,Los Angeles,2019
378350,1,Los Angeles,2019
379350,1,Los Angeles,2019
379984,1,Los Angeles,2019
2686261,1,Los Angeles,2019
1690734,1,Los Angeles,2019
530555,1,Los Angeles,2019
381280,1,Los Angeles,2019
381291,1,Los Angeles,2019
381707,1,Los Angeles,2019
382370,1,Los Angeles,2019
11389,1,Los Angeles,2019
383144,1,Los Angeles,2019
384107,1,Los Angeles,2019
403949,1,Los Angeles,2019
1851116,1,Los Angeles,2019
2669498,1,Los Angeles,2019
1687889,1,Los Angeles,2019
8180,1,Los Angeles,2019
1687986,1,Los Angeles,2019
1687944,1,Los Angeles,2019
419895,1,Los Angeles,2019
420241,1,Los Angeles,2019
420537,1,Los Angeles,2019
2785510,1,Los Angeles,2019
421767,1,Los Angeles,2019
1688020,1,Los Angeles,2019
421854,1,Los Angeles,2019
422229,1,Los Angeles,2019
2787091,1,Los Angeles,2019
422838,1,Los Angeles,2019
7423,1,Los Angeles,2019
422979,1,Los Angeles,2019
2792383,1,Los Angeles,2019
8510,1,Los Angeles,2019
415725,1,Los Angeles,2019
1688663,1,Los Angeles,2019
410596,1,Los Angeles,2019
2767316,1,Los Angeles,2019
408214,1,Los Angeles,2019
408583,1,Los Angeles,2019
1688349,1,Los Angeles,2019
1688118,1,Los Angeles,2019
1854029,1,Los Angeles,2019
409103,1,Los Angeles,2019
1688052,1,Los Angeles,2019
66027,1,Los Angeles,2019
8815,1,Los Angeles,2019
413026,1,Los Angeles,2019
1688050,1,Los Angeles,2019
414707,1,Los Angeles,2019
414796,1,Los Angeles,2019
8706,1,Los Angeles,2019
415184,1,Los Angeles,2019
1691016,1,Los Angeles,2019
2667931,1,Los Angeles,2019
1687875,1,Los Angeles,2019
323083,1,Los Angeles,2019
1691218,1,Los Angeles,2019
321317,1,Los Angeles,2019
1820632,1,Los Angeles,2019
74040,1,Los Angeles,2019
1691164,1,Los Angeles,2019
1827261,1,Los Angeles,2019
533376,1,Los Angeles,2019
73568,1,Los Angeles,2019
1691223,1,Los Angeles,2019
1691144,1,Los Angeles,2019
325938,1,Los Angeles,2019
326244,1,Los Angeles,2019
326815,1,Los Angeles,2019
327592,1,Los Angeles,2019
16268,1,Los Angeles,2019
327960,1,Los Angeles,2019
320386,1,Los Angeles,2019
1691224,1,Los Angeles,2019
15969,1,Los Angeles,2019
52316,1,Los Angeles,2019
1691614,1,Los Angeles,2019
304117,1,Los Angeles,2019
304494,1,Los Angeles,2019
305051,1,Los Angeles,2019
1691594,1,Los Angeles,2019
18075,1,Los Angeles,2019
1691424,1,Los Angeles,2019
314476,1,Los Angeles,2019
1691250,1,Los Angeles,2019
1691370,1,Los Angeles,2019
1691327,1,Los Angeles,2019
76071,1,Los Angeles,2019
315042,1,Los Angeles,2019
74877,1,Los Angeles,2019
2497164,1,Los Angeles,2019
534539,1,Los Angeles,2019
2538997,1,Los Angeles,2019
1691138,1,Los Angeles,2019
1691048,1,Los Angeles,2019
360021,1,Los Angeles,2019
1691109,1,Los Angeles,2019
1691097,1,Los Angeles,2019
356695,1,Los Angeles,2019
1828803,1,Los Angeles,2019
1691090,1,Los Angeles,2019
72352,1,Los Angeles,2019
532199,1,Los Angeles,2019
2643808,1,Los Angeles,2019
354803,1,Los Angeles,2019
72021,1,Los Angeles,2019
2653278,1,Los Angeles,2019
1691089,1,Los Angeles,2019
1831114,1,Los Angeles,2019
1691086,1,Los Angeles,2019
1691084,1,Los Angeles,2019
1691067,1,Los Angeles,2019
1691112,1,Los Angeles,2019
351394,1,Los Angeles,2019
1691125,1,Los Angeles,2019
1691122,1,Los Angeles,2019
15945,1,Los Angeles,2019
331926,1,Los Angeles,2019
333519,1,Los Angeles,2019
334449,1,Los Angeles,2019
2554773,1,Los Angeles,2019
2598109,1,Los Angeles,2019
335802,1,Los Angeles,2019
2611117,1,Los Angeles,2019
349995,1,Los Angeles,2019
342811,1,Los Angeles,2019
342862,1,Los Angeles,2019
1828352,1,Los Angeles,2019
1691118,1,Los Angeles,2019
532582,1,Los Angeles,2019
349892,1,Los Angeles,2019
13979,1,Los Angeles,2019
424187,1,Los Angeles,2019
2832109,1,Los Angeles,2019
523703,1,Los Angeles,2019
425561,1,Los Angeles,2019
477693,1,Los Angeles,2019
479376,1,Los Angeles,2019
483044,1,Los Angeles,2019
1875607,1,Los Angeles,2019
1684708,1,Los Angeles,2019
3393271,1,Los Angeles,2019
1684598,1,Los Angeles,2019
485655,1,Los Angeles,2019
1516,1,Los Angeles,2019
486412,1,Los Angeles,2019
487517,1,Los Angeles,2019
1684490,1,Los Angeles,2019
1684489,1,Los Angeles,2019
491170,1,Los Angeles,2019
492308,1,Los Angeles,2019
492765,1,Los Angeles,2019
494449,1,Los Angeles,2019
477643,1,Los Angeles,2019
1684744,1,Los Angeles,2019
1684869,1,Los Angeles,2019
1685102,1,Los Angeles,2019
1685165,1,Los Angeles,2019
1685154,1,Los Angeles,2019
1685152,1,Los Angeles,2019
461717,1,Los Angeles,2019
3294316,1,Los Angeles,2019
1685118,1,Los Angeles,2019
465048,1,Los Angeles,2019
526666,1,Los Angeles,2019
475845,1,Los Angeles,2019
3335306,1,Los Angeles,2019
469259,1,Los Angeles,2019
1685051,1,Los Angeles,2019
472222,1,Los Angeles,2019
1685048,1,Los Angeles,2019
1875105,1,Los Angeles,2019
1684989,1,Los Angeles,2019
495142,1,Los Angeles,2019
496245,1,Los Angeles,2019
910,1,Los Angeles,2019
518514,1,Los Angeles,2019
516525,1,Los Angeles,2019
1684224,1,Los Angeles,2019
517655,1,Los Angeles,2019
1684216,1,Los Angeles,2019
517798,1,Los Angeles,2019
1684142,1,Los Angeles,2019
60628,1,Los Angeles,2019
172,1,Los Angeles,2019
1684255,1,Los Angeles,2019
36,1,Los Angeles,2019
521910,1,Los Angeles,2019
3638742,1,Los Angeles,2019
1684139,1,Los Angeles,2019
1684045,1,Los Angeles,2019
522945,1,Los Angeles,2019
1684035,1,Los Angeles,2019
515850,1,Los Angeles,2019
3618354,1,Los Angeles,2019
1684485,1,Los Angeles,2019
506512,1,Los Angeles,2019
498089,1,Los Angeles,2019
1875736,1,Los Angeles,2019
57507,1,Los Angeles,2019
3478626,1,Los Angeles,2019
1684471,1,Los Angeles,2019
502251,1,Los Angeles,2019
1684454,1,Los Angeles,2019
506838,1,Los Angeles,2019
512125,1,Los Angeles,2019
507108,1,Los Angeles,2019
3553070,1,Los Angeles,2019
462,1,Los Angeles,2019
508690,1,Los Angeles,2019
509995,1,Los Angeles,2019
3579900,1,Los Angeles,2019
1684297,1,Los Angeles,2019
3122410,1,Los Angeles,2019
3119364,1,Los Angeles,2019
459258,1,Los Angeles,2019
1686941,1,Los Angeles,2019
433595,1,Los Angeles,2019
1683956,1,Los Angeles,2019
4784,1,Los Angeles,2019
2987037,1,Los Angeles,2019
4079,1,Los Angeles,2019
3019346,1,Los Angeles,2019
1686966,1,Los Angeles,2019
1868325,1,Los Angeles,2019
433218,1,Los Angeles,2019
436825,1,Los Angeles,2019
1686846,1,Los Angeles,2019
1686410,1,Los Angeles,2019
1686268,1,Los Angeles,2019
439621,1,Los Angeles,2019
1686181,1,Los Angeles,2019
1686155,1,Los Angeles,2019
2933024,1,Los Angeles,2019
432887,1,Los Angeles,2019
442471,1,Los Angeles,2019
54459,1,Los Angeles,2019
1687874,1,Los Angeles,2019
1687816,1,Los Angeles,2019
2855137,1,Los Angeles,2019
1687758,1,Los Angeles,2019
298304,1,Los Angeles,2019
2864320,1,Los Angeles,2019
2902070,1,Los Angeles,2019
1687399,1,Los Angeles,2019
432270,1,Los Angeles,2019
430295,1,Los Angeles,2019
430671,1,Los Angeles,2019
5772,1,Los Angeles,2019
2911206,1,Los Angeles,2019
1687351,1,Los Angeles,2019
1687337,1,Los Angeles,2019
2928255,1,Los Angeles,2019
442222,1,Los Angeles,2019
1686145,1,Los Angeles,2019
1685169,1,Los Angeles,2019
454365,1,Los Angeles,2019
452990,1,Los Angeles,2019
453020,1,Los Angeles,2019
453044,1,Los Angeles,2019
453208,1,Los Angeles,2019
453244,1,Los Angeles,2019
3088813,1,Los Angeles,2019
453811,1,Los Angeles,2019
1685430,1,Los Angeles,2019
452847,1,Los Angeles,2019
3089030,1,Los Angeles,2019
456477,1,Los Angeles,2019
456657,1,Los Angeles,2019
1685351,1,Los Angeles,2019
3342,1,Los Angeles,2019
3090,1,Los Angeles,2019
457137,1,Los Angeles,2019
452966,1,Los Angeles,2019
1685485,1,Los Angeles,2019
1686140,1,Los Angeles,2019
1684028,1,Los Angeles,2019
1686070,1,Los Angeles,2019
1685856,1,Los Angeles,2019
445461,1,Los Angeles,2019
1685803,1,Los Angeles,2019
1685634,1,Los Angeles,2019
1685622,1,Los Angeles,2019
449704,1,Los Angeles,2019
450640,1,Los Angeles,2019
452423,1,Los Angeles,2019
451255,1,Los Angeles,2019
451514,1,Los Angeles,2019
451732,1,Los Angeles,2019
451930,1,Los Angeles,2019
451932,1,Los Angeles,2019
452067,1,Los Angeles,2019
64204,1,Los Angeles,2019
302377,1,Los Angeles,2019
1780424,1,Los Angeles,2019
297045,1,Los Angeles,2019
166900,1,Los Angeles,2019
1700803,1,Los Angeles,2019
2067975,1,Los Angeles,2019
1700400,1,Los Angeles,2019
1700275,1,Los Angeles,2019
34160,1,Los Angeles,2019
1790609,1,Los Angeles,2019
1700225,1,Los Angeles,2019
162207,1,Los Angeles,2019
162651,1,Los Angeles,2019
163455,1,Los Angeles,2019
163810,1,Los Angeles,2019
34144,1,Los Angeles,2019
