identifier,ident_count,city,year
1261247,5,London,2019
1501284,4,London,2019
778825,4,London,2019
1680928,4,London,2019
1675745,4,London,2019
72880,4,London,2019
992892,4,London,2019
1054256,4,London,2019
1111376,4,London,2019
2835215,4,London,2019
471631,4,London,2019
476404,4,London,2019
1396564,4,London,2019
2283087,4,London,2019
490794,4,London,2019
84276,4,London,2019
1442162,4,London,2019
33609,4,London,2019
264427,4,London,2019
1529405,4,London,2019
1304002,4,London,2019
1669414,4,London,2019
1990137,3,London,2019
616669,3,London,2019
2047781,3,London,2019
1829237,3,London,2019
396990,3,London,2019
2435044,3,London,2019
42615,3,London,2019
495142,3,London,2019
1236256,3,London,2019
1672319,3,London,2019
205067,3,London,2019
923147,3,London,2019
534826,3,London,2019
1620314,3,London,2019
52839,3,London,2019
29153,3,London,2019
1450851,3,London,2019
450053,3,London,2019
1193026,3,London,2019
270365,3,London,2019
303034,3,London,2019
1686293,3,London,2019
890031,3,London,2019
1578765,3,London,2019
270500,3,London,2019
218318,3,London,2019
175837,3,London,2019
1567800,3,London,2019
2111,3,London,2019
1301132,3,London,2019
206709,3,London,2019
1271780,3,London,2019
1514573,3,London,2019
1686028,3,London,2019
147672,3,London,2019
835060,3,London,2019
1020162,3,London,2019
677392,2,London,2019
2116455,2,London,2019
2437951,2,London,2019
1638639,2,London,2019
1626,2,London,2019
354,2,London,2019
2093708,2,London,2019
1542653,2,London,2019
662120,2,London,2019
1185048,2,London,2019
1656170,2,London,2019
2078771,2,London,2019
3338687,2,London,2019
3113652,2,London,2019
2175625,2,London,2019
1473575,2,London,2019
2438113,2,London,2019
1656289,2,London,2019
780527,2,London,2019
15745,2,London,2019
1165503,2,London,2019
743099,2,London,2019
2395617,2,London,2019
1617933,2,London,2019
1607900,2,London,2019
18701,2,London,2019
2249019,2,London,2019
2497164,2,London,2019
2531806,2,London,2019
2547875,2,London,2019
729485,2,London,2019
19073,2,London,2019
812002,2,London,2019
716353,2,London,2019
1184734,2,London,2019
2256719,2,London,2019
1488476,2,London,2019
1690758,2,London,2019
1656460,2,London,2019
1673632,2,London,2019
1336508,2,London,2019
1019741,2,London,2019
1675067,2,London,2019
438488,2,London,2019
430671,2,London,2019
1358449,2,London,2019
59233,2,London,2019
63000,2,London,2019
1245075,2,London,2019
1252324,2,London,2019
1696420,2,London,2019
399948,2,London,2019
1677745,2,London,2019
1362207,2,London,2019
1697090,2,London,2019
1514649,2,London,2019
1281677,2,London,2019
277864,2,London,2019
1705013,2,London,2019
491170,2,London,2019
512793,2,London,2019
1663529,2,London,2019
215364,2,London,2019
1690105,2,London,2019
606457,2,London,2019
590232,2,London,2019
1670024,2,London,2019
1975866,2,London,2019
1689478,2,London,2019
1411960,2,London,2019
270883,2,London,2019
1686238,2,London,2019
1671790,2,London,2019
1037761,1,London,2019
892862,1,London,2019
1032427,1,London,2019
1042599,1,London,2019
1049297,1,London,2019
1033596,1,London,2019
1032700,1,London,2019
1037246,1,London,2019
1104183,1,London,2019
885622,1,London,2019
1038698,1,London,2019
878919,1,London,2019
1114896,1,London,2019
994388,1,London,2019
1052771,1,London,2019
995956,1,London,2019
925368,1,London,2019
923300,1,London,2019
946907,1,London,2019
1098815,1,London,2019
952683,1,London,2019
921828,1,London,2019
919443,1,London,2019
915251,1,London,2019
963399,1,London,2019
1079727,1,London,2019
968722,1,London,2019
913789,1,London,2019
1103606,1,London,2019
972936,1,London,2019
977391,1,London,2019
978746,1,London,2019
908569,1,London,2019
908366,1,London,2019
923984,1,London,2019
908315,1,London,2019
908252,1,London,2019
902540,1,London,2019
1068938,1,London,2019
948622,1,London,2019
574531,1,London,2019
854727,1,London,2019
252354,1,London,2019
155822,1,London,2019
159021,1,London,2019
165078,1,London,2019
172517,1,London,2019
175522,1,London,2019
187480,1,London,2019
205278,1,London,2019
215001,1,London,2019
215911,1,London,2019
216168,1,London,2019
217057,1,London,2019
260910,1,London,2019
92446,1,London,2019
275891,1,London,2019
276276,1,London,2019
279492,1,London,2019
284060,1,London,2019
307268,1,London,2019
310638,1,London,2019
322026,1,London,2019
324885,1,London,2019
330465,1,London,2019
331926,1,London,2019
355160,1,London,2019
143067,1,London,2019
88389,1,London,2019
851858,1,London,2019
22624,1,London,2019
305,1,London,2019
3042,1,London,2019
4079,1,London,2019
5060,1,London,2019
5643,1,London,2019
10285,1,London,2019
10980,1,London,2019
13244,1,London,2019
16490,1,London,2019
20600,1,London,2019
21200,1,London,2019
35815,1,London,2019
70923,1,London,2019
39660,1,London,2019
50920,1,London,2019
57863,1,London,2019
58139,1,London,2019
59179,1,London,2019
59227,1,London,2019
63043,1,London,2019
63114,1,London,2019
63584,1,London,2019
65539,1,London,2019
67428,1,London,2019
357859,1,London,2019
366926,1,London,2019
367038,1,London,2019
759696,1,London,2019
702174,1,London,2019
702575,1,London,2019
708087,1,London,2019
717122,1,London,2019
735917,1,London,2019
738948,1,London,2019
739751,1,London,2019
741608,1,London,2019
747022,1,London,2019
749212,1,London,2019
749290,1,London,2019
760008,1,London,2019
382370,1,London,2019
762836,1,London,2019
765592,1,London,2019
766488,1,London,2019
773414,1,London,2019
781146,1,London,2019
789609,1,London,2019
790453,1,London,2019
820740,1,London,2019
827099,1,London,2019
842327,1,London,2019
844462,1,London,2019
691032,1,London,2019
678029,1,London,2019
675914,1,London,2019
673999,1,London,2019
395425,1,London,2019
409010,1,London,2019
429066,1,London,2019
454115,1,London,2019
466325,1,London,2019
472505,1,London,2019
477431,1,London,2019
477643,1,London,2019
489178,1,London,2019
493588,1,London,2019
510442,1,London,2019
512218,1,London,2019
527710,1,London,2019
530659,1,London,2019
532330,1,London,2019
545290,1,London,2019
550595,1,London,2019
614583,1,London,2019
622593,1,London,2019
626394,1,London,2019
631947,1,London,2019
634681,1,London,2019
657977,1,London,2019
1118653,1,London,2019
3809444,1,London,2019
1133372,1,London,2019
1684746,1,London,2019
1681295,1,London,2019
1681432,1,London,2019
1681439,1,London,2019
1681458,1,London,2019
1681476,1,London,2019
1681542,1,London,2019
1681576,1,London,2019
1681827,1,London,2019
1682133,1,London,2019
1682356,1,London,2019
1682723,1,London,2019
1683630,1,London,2019
1683777,1,London,2019
1684560,1,London,2019
1686017,1,London,2019
1681178,1,London,2019
1688726,1,London,2019
1688879,1,London,2019
1688908,1,London,2019
1688961,1,London,2019
1689260,1,London,2019
1689430,1,London,2019
1689931,1,London,2019
1690146,1,London,2019
1690154,1,London,2019
1690216,1,London,2019
1690226,1,London,2019
1690243,1,London,2019
1690531,1,London,2019
1690929,1,London,2019
1681214,1,London,2019
1681101,1,London,2019
1670696,1,London,2019
1675600,1,London,2019
1671384,1,London,2019
1672448,1,London,2019
1672916,1,London,2019
1674137,1,London,2019
1674215,1,London,2019
1674516,1,London,2019
1674524,1,London,2019
1674540,1,London,2019
1674955,1,London,2019
1675053,1,London,2019
1675130,1,London,2019
1675212,1,London,2019
1675227,1,London,2019
1675423,1,London,2019
1675724,1,London,2019
1681047,1,London,2019
1676198,1,London,2019
1676345,1,London,2019
1677181,1,London,2019
1677184,1,London,2019
1677401,1,London,2019
1680348,1,London,2019
1680506,1,London,2019
1680671,1,London,2019
1680796,1,London,2019
1680805,1,London,2019
1680869,1,London,2019
1680921,1,London,2019
1680973,1,London,2019
1681004,1,London,2019
1690945,1,London,2019
1691193,1,London,2019
1693088,1,London,2019
2526742,1,London,2019
2081250,1,London,2019
2108800,1,London,2019
2132205,1,London,2019
2164172,1,London,2019
2178249,1,London,2019
2259462,1,London,2019
2260437,1,London,2019
2274141,1,London,2019
2328226,1,London,2019
2360589,1,London,2019
2378418,1,London,2019
2397244,1,London,2019
2416260,1,London,2019
2450498,1,London,2019
2747542,1,London,2019
1696387,1,London,2019
2747734,1,London,2019
2828290,1,London,2019
2839029,1,London,2019
2913391,1,London,2019
3026711,1,London,2019
3028032,1,London,2019
3059808,1,London,2019
3156707,1,London,2019
3270248,1,London,2019
3314237,1,London,2019
3366178,1,London,2019
3374329,1,London,2019
3528800,1,London,2019
3618354,1,London,2019
2063214,1,London,2019
2045841,1,London,2019
2032730,1,London,2019
1983429,1,London,2019
1698407,1,London,2019
1699379,1,London,2019
1699582,1,London,2019
1700209,1,London,2019
1712528,1,London,2019
1715870,1,London,2019
1719254,1,London,2019
1726609,1,London,2019
1728189,1,London,2019
1740629,1,London,2019
1754070,1,London,2019
1754995,1,London,2019
1756987,1,London,2019
1763473,1,London,2019
1765251,1,London,2019
1775428,1,London,2019
1791447,1,London,2019
1798942,1,London,2019
1835240,1,London,2019
1851810,1,London,2019
1859910,1,London,2019
1886728,1,London,2019
1900876,1,London,2019
1908828,1,London,2019
1909106,1,London,2019
1922638,1,London,2019
1958129,1,London,2019
1967786,1,London,2019
1971699,1,London,2019
1670953,1,London,2019
1670651,1,London,2019
1137074,1,London,2019
1474650,1,London,2019
1417816,1,London,2019
1421996,1,London,2019
1430725,1,London,2019
1431014,1,London,2019
1432092,1,London,2019
1432567,1,London,2019
1436627,1,London,2019
1441483,1,London,2019
1443386,1,London,2019
1445110,1,London,2019
1448204,1,London,2019
1450803,1,London,2019
1468944,1,London,2019
1471889,1,London,2019
1476886,1,London,2019
1398826,1,London,2019
1482555,1,London,2019
1493348,1,London,2019
1494911,1,London,2019
1501302,1,London,2019
1501500,1,London,2019
1506903,1,London,2019
1508266,1,London,2019
1510063,1,London,2019
1510949,1,London,2019
1512517,1,London,2019
1514738,1,London,2019
1524336,1,London,2019
1527518,1,London,2019
1549714,1,London,2019
1409685,1,London,2019
3638742,1,London,2019
1670644,1,London,2019
1288556,1,London,2019
1140282,1,London,2019
1157046,1,London,2019
1158723,1,London,2019
1160263,1,London,2019
1181272,1,London,2019
1193188,1,London,2019
1214168,1,London,2019
1222005,1,London,2019
1222915,1,London,2019
1257486,1,London,2019
1261801,1,London,2019
1267648,1,London,2019
1276083,1,London,2019
1286928,1,London,2019
1290751,1,London,2019
1393573,1,London,2019
1298821,1,London,2019
1312397,1,London,2019
1319370,1,London,2019
1322096,1,London,2019
1330762,1,London,2019
1343226,1,London,2019
1354686,1,London,2019
1361699,1,London,2019
1365267,1,London,2019
1365773,1,London,2019
1366416,1,London,2019
1367814,1,London,2019
1373539,1,London,2019
1392649,1,London,2019
1549723,1,London,2019
1554981,1,London,2019
1558559,1,London,2019
1657945,1,London,2019
1623674,1,London,2019
1624070,1,London,2019
1624432,1,London,2019
1625055,1,London,2019
1626775,1,London,2019
1629837,1,London,2019
1634747,1,London,2019
1636662,1,London,2019
1636728,1,London,2019
1646050,1,London,2019
1646196,1,London,2019
1647936,1,London,2019
1651706,1,London,2019
1653276,1,London,2019
1659797,1,London,2019
1570176,1,London,2019
1660169,1,London,2019
1663302,1,London,2019
1663746,1,London,2019
1663808,1,London,2019
1665035,1,London,2019
1665840,1,London,2019
1666955,1,London,2019
1666984,1,London,2019
1669656,1,London,2019
1669840,1,London,2019
1669992,1,London,2019
1670087,1,London,2019
1670095,1,London,2019
1670296,1,London,2019
1622501,1,London,2019
1622151,1,London,2019
1621884,1,London,2019
1620842,1,London,2019
1572584,1,London,2019
1583719,1,London,2019
1583947,1,London,2019
1584680,1,London,2019
1595601,1,London,2019
1595603,1,London,2019
1604922,1,London,2019
1606588,1,London,2019
1608051,1,London,2019
1608441,1,London,2019
1613781,1,London,2019
1613966,1,London,2019
1614645,1,London,2019
1614885,1,London,2019
1615211,1,London,2019
1615403,1,London,2019
1616233,1,London,2019
1616338,1,London,2019
1616421,1,London,2019
1616681,1,London,2019
1616915,1,London,2019
1616981,1,London,2019
1617064,1,London,2019
1618069,1,London,2019
1618856,1,London,2019
1619976,1,London,2019
1620053,1,London,2019
1620172,1,London,2019
1620831,1,London,2019
28,1,London,2019
1488476,253,London,2020
894051,216,London,2020
1754070,141,London,2020
1002688,138,London,2020
677256,103,London,2020
160,66,London,2020
29729,66,London,2020
766577,63,London,2020
140664,61,London,2020
1599036,61,London,2020
147030,56,London,2020
1298821,53,London,2020
2835206,51,London,2020
2835215,48,London,2020
1607900,45,London,2020
1653354,44,London,2020
270365,43,London,2020
2618071,36,London,2020
2886414,33,London,2020
725272,30,London,2020
169070,29,London,2020
1853409,28,London,2020
350459,26,London,2020
2175625,25,London,2020
1297026,25,London,2020
419371,24,London,2020
1006407,23,London,2020
2181824,23,London,2020
726060,23,London,2020
1422753,23,London,2020
923113,22,London,2020
169494,21,London,2020
1005840,20,London,2020
351,19,London,2020
1790012,19,London,2020
1858609,18,London,2020
1731167,18,London,2020
2829130,17,London,2020
1617933,17,London,2020
999066,17,London,2020
1985187,16,London,2020
835060,16,London,2020
1304002,15,London,2020
2101065,15,London,2020
67428,15,London,2020
2283905,15,London,2020
1125847,14,London,2020
180811,14,London,2020
1721383,13,London,2020
1082970,12,London,2020
1530852,12,London,2020
1343198,11,London,2020
43815,11,London,2020
463097,11,London,2020
1669979,11,London,2020
2426747,11,London,2020
2752672,10,London,2020
2744469,10,London,2020
250566,10,London,2020
366926,10,London,2020
2886355,10,London,2020
1106349,10,London,2020
1719032,9,London,2020
960916,9,London,2020
205067,9,London,2020
1395828,9,London,2020
2830822,8,London,2020
2782355,8,London,2020
7504,8,London,2020
2108800,8,London,2020
1791447,8,London,2020
2406841,8,London,2020
1731739,7,London,2020
699883,7,London,2020
1208365,7,London,2020
849786,7,London,2020
1743320,7,London,2020
2880578,7,London,2020
2928255,7,London,2020
2626695,7,London,2020
1769719,7,London,2020
137006,7,London,2020
84276,7,London,2020
765592,7,London,2020
1896177,7,London,2020
778825,7,London,2020
1543321,7,London,2020
2844662,6,London,2020
1271780,6,London,2020
1623218,6,London,2020
2032730,6,London,2020
1147339,6,London,2020
1546239,6,London,2020
534826,6,London,2020
1673632,6,London,2020
2332947,6,London,2020
2399135,6,London,2020
1092190,6,London,2020
616669,6,London,2020
2464414,6,London,2020
2459638,6,London,2020
2435044,6,London,2020
2839029,6,London,2020
976601,6,London,2020
2886126,6,London,2020
1369015,6,London,2020
1451786,6,London,2020
2719080,6,London,2020
59233,5,London,2020
2757317,5,London,2020
2881041,5,London,2020
242224,5,London,2020
1193026,5,London,2020
2756179,5,London,2020
2554773,5,London,2020
2886311,5,London,2020
1047880,5,London,2020
3270248,5,London,2020
561051,5,London,2020
155951,5,London,2020
477,5,London,2020
2087981,5,London,2020
1985181,5,London,2020
1293450,5,London,2020
3113652,5,London,2020
15030,5,London,2020
2420521,5,London,2020
18701,5,London,2020
2567895,5,London,2020
2172750,5,London,2020
1104294,4,London,2020
1407291,4,London,2020
63043,4,London,2020
1552160,4,London,2020
2921167,4,London,2020
22624,4,London,2020
2886821,4,London,2020
979811,4,London,2020
2477443,4,London,2020
1020162,4,London,2020
2896578,4,London,2020
2886849,4,London,2020
50256,4,London,2020
1366416,4,London,2020
796174,4,London,2020
2700242,4,London,2020
1698887,4,London,2020
477643,4,London,2020
1677058,4,London,2020
264427,4,London,2020
1365659,4,London,2020
2747734,4,London,2020
2408765,4,London,2020
2849261,4,London,2020
2816324,4,London,2020
1281677,3,London,2020
2798271,3,London,2020
2850807,3,London,2020
1434599,3,London,2020
2832267,3,London,2020
703773,3,London,2020
898798,3,London,2020
270500,3,London,2020
1845772,3,London,2020
279492,3,London,2020
353381,3,London,2020
2770391,3,London,2020
2825871,3,London,2020
2830482,3,London,2020
2249019,3,London,2020
2827568,3,London,2020
1295301,3,London,2020
2987037,3,London,2020
899878,3,London,2020
305,3,London,2020
2254300,3,London,2020
664459,3,London,2020
3338687,3,London,2020
3358391,3,London,2020
510442,3,London,2020
1439513,3,London,2020
1448905,3,London,2020
785914,3,London,2020
73705,3,London,2020
614374,3,London,2020
2692344,3,London,2020
2850491,3,London,2020
2991,3,London,2020
1659797,3,London,2020
1032700,3,London,2020
205278,3,London,2020
1475331,3,London,2020
6578,3,London,2020
59227,3,London,2020
438488,3,London,2020
15796,3,London,2020
2204280,3,London,2020
1430725,2,London,2020
898161,2,London,2020
2820711,2,London,2020
915251,2,London,2020
1616934,2,London,2020
1322096,2,London,2020
938881,2,London,2020
2747542,2,London,2020
1294375,2,London,2020
1330762,2,London,2020
2758980,2,London,2020
2536814,2,London,2020
1233064,2,London,2020
2589272,2,London,2020
2592624,2,London,2020
1184734,2,London,2020
1154032,2,London,2020
2520192,2,London,2020
2752089,2,London,2020
1365088,2,London,2020
1442162,2,London,2020
1114896,2,London,2020
2728082,2,London,2020
1396564,2,London,2020
2719364,2,London,2020
2791483,2,London,2020
1042599,2,London,2020
2714077,2,London,2020
969095,2,London,2020
2644668,2,London,2020
2813948,2,London,2020
961528,2,London,2020
1477605,2,London,2020
2167633,2,London,2020
159021,2,London,2020
175837,2,London,2020
545290,2,London,2020
216168,2,London,2020
2839571,2,London,2020
1912497,2,London,2020
588109,2,London,2020
1909106,2,London,2020
2859607,2,London,2020
2851509,2,London,2020
631947,2,London,2020
2838078,2,London,2020
2859678,2,London,2020
367038,2,London,2020
1891669,2,London,2020
143067,2,London,2020
221259,2,London,2020
259033,2,London,2020
1638987,2,London,2020
2850299,2,London,2020
2845989,2,London,2020
396990,2,London,2020
2850091,2,London,2020
2850174,2,London,2020
1937110,2,London,2020
1922575,2,London,2020
307268,2,London,2020
2044851,2,London,2020
430671,2,London,2020
2825999,2,London,2020
2032840,2,London,2020
