observer,obs_count,city,year
1485127,11,Los Angeles,2019
1700638,11,Los Angeles,2019
1490838,11,Los Angeles,2019
1546944,11,Los Angeles,2019
755575,11,Los Angeles,2019
388566,11,Los Angeles,2019
433818,11,Los Angeles,2019
1660554,11,Los Angeles,2019
76071,11,Los Angeles,2019
280042,11,Los Angeles,2019
1470496,11,Los Angeles,2019
549876,11,Los Angeles,2019
1668063,11,Los Angeles,2019
1354610,11,Los Angeles,2019
1448595,11,Los Angeles,2019
1685400,11,Los Angeles,2019
1074206,11,Los Angeles,2019
1675452,11,Los Angeles,2019
221981,11,Los Angeles,2019
1591659,11,Los Angeles,2019
506838,10,Los Angeles,2019
1680576,10,Los Angeles,2019
93578,10,Los Angeles,2019
1691744,10,Los Angeles,2019
44554,10,Los Angeles,2019
452137,10,Los Angeles,2019
1691702,10,Los Angeles,2019
912520,10,Los Angeles,2019
778688,10,Los Angeles,2019
933774,10,Los Angeles,2019
131031,10,Los Angeles,2019
1654022,10,Los Angeles,2019
1558401,10,Los Angeles,2019
1486959,10,Los Angeles,2019
1655175,10,Los Angeles,2019
325938,10,Los Angeles,2019
108763,10,Los Angeles,2019
1546935,10,Los Angeles,2019
1696768,10,Los Angeles,2019
1674381,10,Los Angeles,2019
1668882,10,Los Angeles,2019
1675060,10,Los Angeles,2019
1161069,10,Los Angeles,2019
204551,10,Los Angeles,2019
1668777,10,Los Angeles,2019
1354299,10,Los Angeles,2019
65924,10,Los Angeles,2019
1162802,10,Los Angeles,2019
266196,10,Los Angeles,2019
171166,10,Los Angeles,2019
306396,10,Los Angeles,2019
1636382,10,Los Angeles,2019
1213015,9,Los Angeles,2019
1691370,9,Los Angeles,2019
679179,9,Los Angeles,2019
257693,9,Los Angeles,2019
1678345,9,Los Angeles,2019
1674871,9,Los Angeles,2019
1690734,9,Los Angeles,2019
1653789,9,Los Angeles,2019
1004782,9,Los Angeles,2019
266892,9,Los Angeles,2019
1193239,9,Los Angeles,2019
1484236,9,Los Angeles,2019
227532,9,Los Angeles,2019
46106,9,Los Angeles,2019
452847,9,Los Angeles,2019
459414,9,Los Angeles,2019
1683736,9,Los Angeles,2019
246499,9,Los Angeles,2019
1682586,9,Los Angeles,2019
785163,9,Los Angeles,2019
453044,9,Los Angeles,2019
371579,9,Los Angeles,2019
630902,9,Los Angeles,2019
1676297,9,Los Angeles,2019
1676436,9,Los Angeles,2019
1413696,9,Los Angeles,2019
1675100,9,Los Angeles,2019
126063,9,Los Angeles,2019
1388352,9,Los Angeles,2019
1667085,9,Los Angeles,2019
1467957,8,Los Angeles,2019
1675965,8,Los Angeles,2019
1084959,8,Los Angeles,2019
1303068,8,Los Angeles,2019
76855,8,Los Angeles,2019
1484396,8,Los Angeles,2019
1535093,8,Los Angeles,2019
1579517,8,Los Angeles,2019
1686070,8,Los Angeles,2019
1666597,8,Los Angeles,2019
1607146,8,Los Angeles,2019
577125,8,Los Angeles,2019
1672156,8,Los Angeles,2019
1567280,8,Los Angeles,2019
1676541,8,Los Angeles,2019
1691016,8,Los Angeles,2019
1625653,8,Los Angeles,2019
1676441,8,Los Angeles,2019
209333,8,Los Angeles,2019
77126,8,Los Angeles,2019
1653083,8,Los Angeles,2019
1723644,8,Los Angeles,2019
1691089,8,Los Angeles,2019
1668421,8,Los Angeles,2019
1584470,8,Los Angeles,2019
1677681,8,Los Angeles,2019
1701032,8,Los Angeles,2019
364713,8,Los Angeles,2019
1691090,8,Los Angeles,2019
420241,8,Los Angeles,2019
907159,8,Los Angeles,2019
1356570,8,Los Angeles,2019
1685351,8,Los Angeles,2019
1669494,8,Los Angeles,2019
1660549,8,Los Angeles,2019
1699854,8,Los Angeles,2019
108560,8,Los Angeles,2019
1691123,7,Los Angeles,2019
1342104,7,Los Angeles,2019
1652713,7,Los Angeles,2019
1653043,7,Los Angeles,2019
403933,7,Los Angeles,2019
34144,7,Los Angeles,2019
204561,7,Los Angeles,2019
67561,7,Los Angeles,2019
1674298,7,Los Angeles,2019
18190,7,Los Angeles,2019
74040,7,Los Angeles,2019
809338,7,Los Angeles,2019
1649275,7,Los Angeles,2019
20128,7,Los Angeles,2019
74877,7,Los Angeles,2019
1669899,7,Los Angeles,2019
508690,7,Los Angeles,2019
89689,7,Los Angeles,2019
1623154,7,Los Angeles,2019
1034156,7,Los Angeles,2019
1484267,7,Los Angeles,2019
1686181,7,Los Angeles,2019
1674873,7,Los Angeles,2019
1673541,7,Los Angeles,2019
1488912,7,Los Angeles,2019
216967,7,Los Angeles,2019
699895,7,Los Angeles,2019
1693073,7,Los Angeles,2019
1482851,7,Los Angeles,2019
1677999,7,Los Angeles,2019
342862,7,Los Angeles,2019
1693477,7,Los Angeles,2019
1664165,7,Los Angeles,2019
1478450,7,Los Angeles,2019
1484264,7,Los Angeles,2019
129599,7,Los Angeles,2019
1691223,7,Los Angeles,2019
1674517,7,Los Angeles,2019
1676749,7,Los Angeles,2019
1691109,7,Los Angeles,2019
1674267,7,Los Angeles,2019
1692844,7,Los Angeles,2019
1660499,7,Los Angeles,2019
402596,7,Los Angeles,2019
1601605,7,Los Angeles,2019
1677540,7,Los Angeles,2019
1680342,7,Los Angeles,2019
1675041,7,Los Angeles,2019
1695515,7,Los Angeles,2019
1695755,7,Los Angeles,2019
1450719,6,Los Angeles,2019
245659,6,Los Angeles,2019
1700791,6,Los Angeles,2019
1447206,6,Los Angeles,2019
1019071,6,Los Angeles,2019
1629710,6,Los Angeles,2019
1674320,6,Los Angeles,2019
1018709,6,Los Angeles,2019
1086765,6,Los Angeles,2019
1687758,6,Los Angeles,2019
1687889,6,Los Angeles,2019
1702204,6,Los Angeles,2019
1674277,6,Los Angeles,2019
43095,6,Los Angeles,2019
39264,6,Los Angeles,2019
1613729,6,Los Angeles,2019
1469107,6,Los Angeles,2019
1135919,6,Los Angeles,2019
1693207,6,Los Angeles,2019
1691991,6,Los Angeles,2019
1484261,6,Los Angeles,2019
1653053,6,Los Angeles,2019
1676038,6,Los Angeles,2019
778048,6,Los Angeles,2019
1193647,6,Los Angeles,2019
1561773,6,Los Angeles,2019
1679997,6,Los Angeles,2019
1653236,6,Los Angeles,2019
1695060,6,Los Angeles,2019
1532732,6,Los Angeles,2019
750298,6,Los Angeles,2019
1678770,6,Los Angeles,2019
1483089,6,Los Angeles,2019
1674295,6,Los Angeles,2019
124073,6,Los Angeles,2019
1655836,6,Los Angeles,2019
1693146,6,Los Angeles,2019
1676765,6,Los Angeles,2019
1693152,6,Los Angeles,2019
1660522,6,Los Angeles,2019
1666115,6,Los Angeles,2019
1649271,6,Los Angeles,2019
1484688,6,Los Angeles,2019
1163890,6,Los Angeles,2019
1676046,6,Los Angeles,2019
1684989,6,Los Angeles,2019
911781,6,Los Angeles,2019
1676048,6,Los Angeles,2019
866260,6,Los Angeles,2019
1684485,6,Los Angeles,2019
143299,6,Los Angeles,2019
1693226,6,Los Angeles,2019
1484423,5,Los Angeles,2019
1578788,5,Los Angeles,2019
1448601,5,Los Angeles,2019
1484928,5,Los Angeles,2019
1243227,5,Los Angeles,2019
1546933,5,Los Angeles,2019
1546934,5,Los Angeles,2019
1484409,5,Los Angeles,2019
32433,5,Los Angeles,2019
1484397,5,Los Angeles,2019
15270,5,Los Angeles,2019
1584459,5,Los Angeles,2019
1447304,5,Los Angeles,2019
21640,5,Los Angeles,2019
1516455,5,Los Angeles,2019
1088704,5,Los Angeles,2019
1485206,5,Los Angeles,2019
1494478,5,Los Angeles,2019
1591569,5,Los Angeles,2019
1494405,5,Los Angeles,2019
1507465,5,Los Angeles,2019
1687399,5,Los Angeles,2019
1016125,5,Los Angeles,2019
1674254,5,Los Angeles,2019
1673655,5,Los Angeles,2019
1673464,5,Los Angeles,2019
517416,5,Los Angeles,2019
1672347,5,Los Angeles,2019
145094,5,Los Angeles,2019
1667709,5,Los Angeles,2019
577274,5,Los Angeles,2019
1665744,5,Los Angeles,2019
1665162,5,Los Angeles,2019
1665064,5,Los Angeles,2019
1664808,5,Los Angeles,2019
1664718,5,Los Angeles,2019
1693091,5,Los Angeles,2019
1693135,5,Los Angeles,2019
1660293,5,Los Angeles,2019
690273,5,Los Angeles,2019
1694321,5,Los Angeles,2019
1673918,5,Los Angeles,2019
1691424,5,Los Angeles,2019
97960,5,Los Angeles,2019
449704,5,Los Angeles,2019
1687337,5,Los Angeles,2019
209170,5,Los Angeles,2019
1685485,5,Los Angeles,2019
258100,5,Los Angeles,2019
265595,5,Los Angeles,2019
1684490,5,Los Angeles,2019
1684045,5,Los Angeles,2019
1679335,5,Los Angeles,2019
1679318,5,Los Angeles,2019
1679108,5,Los Angeles,2019
1678015,5,Los Angeles,2019
1677844,5,Los Angeles,2019
1677546,5,Los Angeles,2019
173183,5,Los Angeles,2019
413026,5,Los Angeles,2019
421854,5,Los Angeles,2019
169879,5,Los Angeles,2019
1655036,5,Los Angeles,2019
1672927,5,Los Angeles,2019
1651100,5,Los Angeles,2019
1625190,5,Los Angeles,2019
1652683,5,Los Angeles,2019
1652686,5,Los Angeles,2019
922164,5,Los Angeles,2019
760244,5,Los Angeles,2019
1649128,5,Los Angeles,2019
1700699,5,Los Angeles,2019
1695464,5,Los Angeles,2019
66027,5,Los Angeles,2019
734754,5,Los Angeles,2019
929261,5,Los Angeles,2019
1675958,4,Los Angeles,2019
398178,4,Los Angeles,2019
1587231,4,Los Angeles,2019
1742031,4,Los Angeles,2019
1492347,4,Los Angeles,2019
1492820,4,Los Angeles,2019
1854029,4,Los Angeles,2019
180653,4,Los Angeles,2019
1552818,4,Los Angeles,2019
1676024,4,Los Angeles,2019
1676620,4,Los Angeles,2019
1675066,4,Los Angeles,2019
1499801,4,Los Angeles,2019
1691298,4,Los Angeles,2019
38718,4,Los Angeles,2019
1639816,4,Los Angeles,2019
1700275,4,Los Angeles,2019
1470492,4,Los Angeles,2019
1677945,4,Los Angeles,2019
732235,4,Los Angeles,2019
315389,4,Los Angeles,2019
1678370,4,Los Angeles,2019
1484263,4,Los Angeles,2019
211531,4,Los Angeles,2019
1687700,4,Los Angeles,2019
217560,4,Los Angeles,2019
1686410,4,Los Angeles,2019
1685544,4,Los Angeles,2019
206335,4,Los Angeles,2019
1685152,4,Los Angeles,2019
1687986,4,Los Angeles,2019
15945,4,Los Angeles,2019
197198,4,Los Angeles,2019
19258,4,Los Angeles,2019
1684224,4,Los Angeles,2019
1684142,4,Los Angeles,2019
1683927,4,Los Angeles,2019
1690873,4,Los Angeles,2019
855903,4,Los Angeles,2019
1091486,4,Los Angeles,2019
1678670,4,Los Angeles,2019
1674346,4,Los Angeles,2019
1484262,4,Los Angeles,2019
1768926,4,Los Angeles,2019
1695526,4,Los Angeles,2019
1669166,4,Los Angeles,2019
530555,4,Los Angeles,2019
796339,4,Los Angeles,2019
31511,4,Los Angeles,2019
1261430,4,Los Angeles,2019
1384314,4,Los Angeles,2019
1672664,4,Los Angeles,2019
1256379,4,Los Angeles,2019
545431,4,Los Angeles,2019
1650069,4,Los Angeles,2019
31367,4,Los Angeles,2019
944132,4,Los Angeles,2019
477693,4,Los Angeles,2019
1692528,4,Los Angeles,2019
1691679,4,Los Angeles,2019
1443210,4,Los Angeles,2019
758593,4,Los Angeles,2019
1648422,4,Los Angeles,2019
33390,4,Los Angeles,2019
1694042,4,Los Angeles,2019
737295,4,Los Angeles,2019
130376,4,Los Angeles,2019
1693179,4,Los Angeles,2019
1659936,4,Los Angeles,2019
1673689,4,Los Angeles,2019
1692678,4,Los Angeles,2019
31014,4,Los Angeles,2019
182994,3,Los Angeles,2019
18075,3,Los Angeles,2019
1290416,3,Los Angeles,2019
271754,3,Los Angeles,2019
1444606,3,Los Angeles,2019
928303,3,Los Angeles,2019
793958,3,Los Angeles,2019
1484259,3,Los Angeles,2019
8510,3,Los Angeles,2019
1239935,3,Los Angeles,2019
223578,3,Los Angeles,2019
929107,3,Los Angeles,2019
1086056,3,Los Angeles,2019
121033,3,Los Angeles,2019
671245,3,Los Angeles,2019
733988,3,Los Angeles,2019
1304763,3,Los Angeles,2019
1482906,3,Los Angeles,2019
1320821,3,Los Angeles,2019
1433031,3,Los Angeles,2019
857518,3,Los Angeles,2019
1448591,3,Los Angeles,2019
1448594,3,Los Angeles,2019
451732,3,Los Angeles,2019
450640,3,Los Angeles,2019
1465981,3,Los Angeles,2019
850893,3,Los Angeles,2019
433595,3,Los Angeles,2019
828521,3,Los Angeles,2019
1437158,3,Los Angeles,2019
28104,3,Los Angeles,2019
913849,3,Los Angeles,2019
288007,3,Los Angeles,2019
1471973,3,Los Angeles,2019
408583,3,Los Angeles,2019
380265,3,Los Angeles,2019
146926,3,Los Angeles,2019
1355189,3,Los Angeles,2019
1482850,3,Los Angeles,2019
1446013,3,Los Angeles,2019
795954,3,Los Angeles,2019
913991,3,Los Angeles,2019
1093611,3,Los Angeles,2019
1329878,3,Los Angeles,2019
889974,3,Los Angeles,2019
1505226,3,Los Angeles,2019
1484269,3,Los Angeles,2019
1672897,3,Los Angeles,2019
1693327,3,Los Angeles,2019
1694157,3,Los Angeles,2019
1676627,3,Los Angeles,2019
1676506,3,Los Angeles,2019
1695266,3,Los Angeles,2019
1696946,3,Los Angeles,2019
1484402,3,Los Angeles,2019
1567011,3,Los Angeles,2019
1672763,3,Los Angeles,2019
1672887,3,Los Angeles,2019
1676289,3,Los Angeles,2019
1692906,3,Los Angeles,2019
1546639,3,Los Angeles,2019
1672920,3,Los Angeles,2019
1539933,3,Los Angeles,2019
1672939,3,Los Angeles,2019
1672943,3,Los Angeles,2019
1676264,3,Los Angeles,2019
1676256,3,Los Angeles,2019
1672995,3,Los Angeles,2019
1524947,3,Los Angeles,2019
1516551,3,Los Angeles,2019
1693086,3,Los Angeles,2019
1676761,3,Los Angeles,2019
1673709,3,Los Angeles,2019
1684028,3,Los Angeles,2019
1684744,3,Los Angeles,2019
1654336,3,Los Angeles,2019
1653111,3,Los Angeles,2019
1685102,3,Los Angeles,2019
1685169,3,Los Angeles,2019
1684598,3,Los Angeles,2019
1654466,3,Los Angeles,2019
1652709,3,Los Angeles,2019
1649311,3,Los Angeles,2019
1649262,3,Los Angeles,2019
1648984,3,Los Angeles,2019
1692338,3,Los Angeles,2019
1683873,3,Los Angeles,2019
1645266,3,Los Angeles,2019
1686966,3,Los Angeles,2019
1691118,3,Los Angeles,2019
1691642,3,Los Angeles,2019
1677975,3,Los Angeles,2019
1691854,3,Los Angeles,2019
1607040,3,Los Angeles,2019
1692163,3,Los Angeles,2019
1604234,3,Los Angeles,2019
1673630,3,Los Angeles,2019
1693986,3,Los Angeles,2019
1675672,3,Los Angeles,2019
1674283,3,Los Angeles,2019
1508216,3,Los Angeles,2019
3119364,3,Los Angeles,2019
1675074,3,Los Angeles,2019
1674865,3,Los Angeles,2019
1503626,3,Los Angeles,2019
3753217,3,Los Angeles,2019
1674849,3,Los Angeles,2019
610374,2,Los Angeles,2019
1691614,2,Los Angeles,2019
1625084,2,Los Angeles,2019
1691594,2,Los Angeles,2019
451930,2,Los Angeles,2019
334449,2,Los Angeles,2019
451932,2,Los Angeles,2019
1691156,2,Los Angeles,2019
144464,2,Los Angeles,2019
327592,2,Los Angeles,2019
622343,2,Los Angeles,2019
985287,2,Los Angeles,2019
1660799,2,Los Angeles,2019
1691097,2,Los Angeles,2019
1633948,2,Los Angeles,2019
1691048,2,Los Angeles,2019
1660660,2,Los Angeles,2019
188842,2,Los Angeles,2019
200907,2,Los Angeles,2019
959943,2,Los Angeles,2019
1610591,2,Los Angeles,2019
150851,2,Los Angeles,2019
1688203,2,Los Angeles,2019
1692967,2,Los Angeles,2019
1676754,2,Los Angeles,2019
1601282,2,Los Angeles,2019
379350,2,Los Angeles,2019
1692793,2,Los Angeles,2019
1494801,2,Los Angeles,2019
585107,2,Los Angeles,2019
1673761,2,Los Angeles,2019
1494483,2,Los Angeles,2019
144757,2,Los Angeles,2019
1605968,2,Los Angeles,2019
1043294,2,Los Angeles,2019
1692201,2,Los Angeles,2019
1605981,2,Los Angeles,2019
598570,2,Los Angeles,2019
1674721,2,Los Angeles,2019
1674781,2,Los Angeles,2019
1677696,2,Los Angeles,2019
2729386,2,Los Angeles,2019
1011123,2,Los Angeles,2019
1610181,2,Los Angeles,2019
147788,2,Los Angeles,2019
997950,2,Los Angeles,2019
1688223,2,Los Angeles,2019
1639840,2,Los Angeles,2019
912065,2,Los Angeles,2019
1685154,2,Los Angeles,2019
1649544,2,Los Angeles,2019
1649662,2,Los Angeles,2019
1655973,2,Los Angeles,2019
1685634,2,Los Angeles,2019
1484003,2,Los Angeles,2019
1654386,2,Los Angeles,2019
1484235,2,Los Angeles,2019
770904,2,Los Angeles,2019
770299,2,Los Angeles,2019
1675120,2,Los Angeles,2019
231807,2,Los Angeles,2019
315042,2,Los Angeles,2019
236876,2,Los Angeles,2019
1675018,2,Los Angeles,2019
1653139,2,Los Angeles,2019
1675115,2,Los Angeles,2019
1654240,2,Los Angeles,2019
250077,2,Los Angeles,2019
252388,2,Los Angeles,2019
255100,2,Los Angeles,2019
257740,2,Los Angeles,2019
1484257,2,Los Angeles,2019
1649320,2,Los Angeles,2019
802440,2,Los Angeles,2019
1487056,2,Los Angeles,2019
1686140,2,Los Angeles,2019
1687899,2,Los Angeles,2019
562170,2,Los Angeles,2019
1640443,2,Los Angeles,2019
1687828,2,Los Angeles,2019
1641449,2,Los Angeles,2019
673238,2,Los Angeles,2019
1644734,2,Los Angeles,2019
2902070,2,Los Angeles,2019
851319,2,Los Angeles,2019
2911206,2,Los Angeles,2019
845941,2,Los Angeles,2019
1683925,2,Los Angeles,2019
837822,2,Los Angeles,2019
1482853,2,Los Angeles,2019
1649052,2,Los Angeles,2019
1658519,2,Los Angeles,2019
1658216,2,Los Angeles,2019
1649251,2,Los Angeles,2019
820774,2,Los Angeles,2019
1684454,2,Los Angeles,2019
3088813,2,Los Angeles,2019
1676735,2,Los Angeles,2019
744173,2,Los Angeles,2019
1085303,2,Los Angeles,2019
1671755,2,Los Angeles,2019
1517160,2,Los Angeles,2019
1754081,2,Los Angeles,2019
65850,2,Los Angeles,2019
1545743,2,Los Angeles,2019
1505457,2,Los Angeles,2019
2090558,2,Los Angeles,2019
72021,2,Los Angeles,2019
517655,2,Los Angeles,2019
517693,2,Los Angeles,2019
1382959,2,Los Angeles,2019
1676312,2,Los Angeles,2019
1673320,2,Los Angeles,2019
1700225,2,Los Angeles,2019
1676041,2,Los Angeles,2019
1700203,2,Los Angeles,2019
1676397,2,Los Angeles,2019
1516552,2,Los Angeles,2019
1703586,2,Los Angeles,2019
1704804,2,Los Angeles,2019
54003,2,Los Angeles,2019
1309655,2,Los Angeles,2019
1348616,2,Los Angeles,2019
1525538,2,Los Angeles,2019
1341573,2,Los Angeles,2019
1672984,2,Los Angeles,2019
1527899,2,Los Angeles,2019
1672979,2,Los Angeles,2019
1673001,2,Los Angeles,2019
1530988,2,Los Angeles,2019
1363590,2,Los Angeles,2019
1710271,2,Los Angeles,2019
1300993,2,Los Angeles,2019
22542,2,Los Angeles,2019
2051062,2,Los Angeles,2019
1289886,2,Los Angeles,2019
1672935,2,Los Angeles,2019
1732783,2,Los Angeles,2019
1672107,2,Los Angeles,2019
1203993,2,Los Angeles,2019
524324,2,Los Angeles,2019
107195,2,Los Angeles,2019
1584474,2,Los Angeles,2019
33198,2,Los Angeles,2019
1811862,2,Los Angeles,2019
1497919,2,Los Angeles,2019
1427442,2,Los Angeles,2019
261412,2,Los Angeles,2019
1693564,2,Los Angeles,2019
1440396,2,Los Angeles,2019
422979,2,Los Angeles,2019
543187,2,Los Angeles,2019
30206,2,Los Angeles,2019
1676644,2,Los Angeles,2019
1831342,2,Los Angeles,2019
456477,2,Los Angeles,2019
556667,2,Los Angeles,2019
1588873,2,Los Angeles,2019
1875736,2,Los Angeles,2019
558667,2,Los Angeles,2019
1467514,2,Los Angeles,2019
1525385,2,Los Angeles,2019
2296974,2,Los Angeles,2019
472222,2,Los Angeles,2019
1674297,2,Los Angeles,2019
1455405,2,Los Angeles,2019
32680,2,Los Angeles,2019
1413064,2,Los Angeles,2019
1669297,2,Los Angeles,2019
1185572,2,Los Angeles,2019
1460010,2,Los Angeles,2019
1697276,2,Los Angeles,2019
1668859,2,Los Angeles,2019
539085,2,Los Angeles,2019
1684567,1,Los Angeles,2019
1684471,1,Los Angeles,2019
421767,1,Los Angeles,2019
1684853,1,Los Angeles,2019
1684297,1,Los Angeles,2019
275692,1,Los Angeles,2019
427408,1,Los Angeles,2019
1675468,1,Los Angeles,2019
1684708,1,Los Angeles,2019
419895,1,Los Angeles,2019
1675836,1,Los Angeles,2019
1676201,1,Los Angeles,2019
1676033,1,Los Angeles,2019
1684469,1,Los Angeles,2019
1676050,1,Los Angeles,2019
1684599,1,Los Angeles,2019
1676200,1,Los Angeles,2019
1676012,1,Los Angeles,2019
1678275,1,Los Angeles,2019
283175,1,Los Angeles,2019
1676762,1,Los Angeles,2019
351394,1,Los Angeles,2019
354803,1,Los Angeles,2019
1676496,1,Los Angeles,2019
402954,1,Los Angeles,2019
1676874,1,Los Angeles,2019
433218,1,Los Angeles,2019
1676797,1,Los Angeles,2019
392423,1,Los Angeles,2019
1676479,1,Los Angeles,2019
391788,1,Los Angeles,2019
436825,1,Los Angeles,2019
1676706,1,Los Angeles,2019
1675303,1,Los Angeles,2019
1676759,1,Los Angeles,2019
1675132,1,Los Angeles,2019
382702,1,Los Angeles,2019
349995,1,Los Angeles,2019
335802,1,Los Angeles,2019
1675422,1,Los Angeles,2019
1678267,1,Los Angeles,2019
1675128,1,Los Angeles,2019
1683149,1,Los Angeles,2019
1680248,1,Los Angeles,2019
1679168,1,Los Angeles,2019
314674,1,Los Angeles,2019
1675370,1,Los Angeles,2019
1675155,1,Los Angeles,2019
410596,1,Los Angeles,2019
432887,1,Los Angeles,2019
1678252,1,Los Angeles,2019
409103,1,Los Angeles,2019
323780,1,Los Angeles,2019
1676301,1,Los Angeles,2019
1678088,1,Los Angeles,2019
326244,1,Los Angeles,2019
333519,1,Los Angeles,2019
1675702,1,Los Angeles,2019
182103,1,Los Angeles,2019
260776,1,Los Angeles,2019
1723431,1,Los Angeles,2019
48420,1,Los Angeles,2019
46738,1,Los Angeles,2019
1715689,1,Los Angeles,2019
1716287,1,Los Angeles,2019
1720510,1,Los Angeles,2019
1722202,1,Los Angeles,2019
1724560,1,Los Angeles,2019
1709842,1,Los Angeles,2019
1726616,1,Los Angeles,2019
1731293,1,Los Angeles,2019
1744289,1,Los Angeles,2019
34488,1,Los Angeles,2019
34160,1,Los Angeles,2019
1768477,1,Los Angeles,2019
50494,1,Los Angeles,2019
1702412,1,Los Angeles,2019
1696889,1,Los Angeles,2019
1698903,1,Los Angeles,2019
1697984,1,Los Angeles,2019
1698027,1,Los Angeles,2019
1698373,1,Los Angeles,2019
76096,1,Los Angeles,2019
1698492,1,Los Angeles,2019
1698787,1,Los Angeles,2019
1700400,1,Los Angeles,2019
1701929,1,Los Angeles,2019
73568,1,Los Angeles,2019
1700759,1,Los Angeles,2019
72352,1,Los Angeles,2019
1700803,1,Los Angeles,2019
1700962,1,Los Angeles,2019
1701161,1,Los Angeles,2019
1772081,1,Los Angeles,2019
1802983,1,Los Angeles,2019
31756,1,Los Angeles,2019
2767316,1,Los Angeles,2019
19371,1,Los Angeles,2019
2596464,1,Los Angeles,2019
2611117,1,Los Angeles,2019
2653278,1,Los Angeles,2019
2669498,1,Los Angeles,2019
15969,1,Los Angeles,2019
2786208,1,Los Angeles,2019
1811113,1,Los Angeles,2019
2864320,1,Los Angeles,2019
11389,1,Los Angeles,2019
3294316,1,Los Angeles,2019
7423,1,Los Angeles,2019
3335306,1,Los Angeles,2019
3679077,1,Los Angeles,2019
2538997,1,Los Angeles,2019
20203,1,Los Angeles,2019
2280528,1,Los Angeles,2019
2170381,1,Los Angeles,2019
2053008,1,Los Angeles,2019
22565,1,Los Angeles,2019
2027446,1,Los Angeles,2019
1997826,1,Los Angeles,2019
1926458,1,Los Angeles,2019
26067,1,Los Angeles,2019
1911567,1,Los Angeles,2019
27625,1,Los Angeles,2019
1883004,1,Los Angeles,2019
1875105,1,Los Angeles,2019
29602,1,Los Angeles,2019
1828803,1,Los Angeles,2019
1828352,1,Los Angeles,2019
81668,1,Los Angeles,2019
1695680,1,Los Angeles,2019
1684962,1,Los Angeles,2019
207448,1,Los Angeles,2019
1686846,1,Los Angeles,2019
1686941,1,Los Angeles,2019
216703,1,Los Angeles,2019
1687054,1,Los Angeles,2019
1687631,1,Los Angeles,2019
1687874,1,Los Angeles,2019
1688050,1,Los Angeles,2019
217839,1,Los Angeles,2019
1688052,1,Los Angeles,2019
1688118,1,Los Angeles,2019
1688349,1,Los Angeles,2019
1688663,1,Los Angeles,2019
442471,1,Los Angeles,2019
179037,1,Los Angeles,2019
1686469,1,Los Angeles,2019
1686307,1,Los Angeles,2019
1695517,1,Los Angeles,2019
222441,1,Los Angeles,2019
1685033,1,Los Angeles,2019
1685048,1,Los Angeles,2019
1685051,1,Los Angeles,2019
1685118,1,Los Angeles,2019
1685320,1,Los Angeles,2019
1685430,1,Los Angeles,2019
1685622,1,Los Angeles,2019
1686268,1,Los Angeles,2019
221587,1,Los Angeles,2019
1685743,1,Los Angeles,2019
1685877,1,Los Angeles,2019
1685917,1,Los Angeles,2019
219922,1,Los Angeles,2019
1686145,1,Los Angeles,2019
1691112,1,Los Angeles,2019
176652,1,Los Angeles,2019
175561,1,Los Angeles,2019
1693376,1,Los Angeles,2019
1692944,1,Los Angeles,2019
1693049,1,Los Angeles,2019
129347,1,Los Angeles,2019
1693103,1,Los Angeles,2019
1693252,1,Los Angeles,2019
116846,1,Los Angeles,2019
108687,1,Los Angeles,2019
174704,1,Los Angeles,2019
1693512,1,Los Angeles,2019
107732,1,Los Angeles,2019
1694449,1,Los Angeles,2019
1695026,1,Los Angeles,2019
1695164,1,Los Angeles,2019
92762,1,Los Angeles,2019
1692884,1,Los Angeles,2019
1692803,1,Los Angeles,2019
1692520,1,Los Angeles,2019
143333,1,Los Angeles,2019
1692321,1,Los Angeles,2019
145188,1,Los Angeles,2019
145575,1,Los Angeles,2019
1692184,1,Los Angeles,2019
1692105,1,Los Angeles,2019
1691681,1,Los Angeles,2019
1691665,1,Los Angeles,2019
162207,1,Los Angeles,2019
1691664,1,Los Angeles,2019
163810,1,Los Angeles,2019
1691218,1,Los Angeles,2019
1691213,1,Los Angeles,2019
174575,1,Los Angeles,2019
442222,1,Los Angeles,2019
528074,1,Los Angeles,2019
1675116,1,Los Angeles,2019
1569685,1,Los Angeles,2019
1577843,1,Los Angeles,2019
1171120,1,Los Angeles,2019
1579765,1,Los Angeles,2019
1582588,1,Los Angeles,2019
1163777,1,Los Angeles,2019
1163760,1,Los Angeles,2019
1584122,1,Los Angeles,2019
1162017,1,Los Angeles,2019
1585068,1,Los Angeles,2019
1156539,1,Los Angeles,2019
1141885,1,Los Angeles,2019
1585516,1,Los Angeles,2019
1124439,1,Los Angeles,2019
1115624,1,Los Angeles,2019
1587934,1,Los Angeles,2019
1187632,1,Los Angeles,2019
1567031,1,Los Angeles,2019
1543065,1,Los Angeles,2019
1562729,1,Los Angeles,2019
1244663,1,Los Angeles,2019
1546789,1,Los Angeles,2019
1546793,1,Los Angeles,2019
1547291,1,Los Angeles,2019
1227226,1,Los Angeles,2019
1225947,1,Los Angeles,2019
1549562,1,Los Angeles,2019
1557736,1,Los Angeles,2019
1558037,1,Los Angeles,2019
1207994,1,Los Angeles,2019
1200116,1,Los Angeles,2019
1197769,1,Los Angeles,2019
1558529,1,Los Angeles,2019
1558616,1,Los Angeles,2019
1193678,1,Los Angeles,2019
1588078,1,Los Angeles,2019
1104104,1,Los Angeles,2019
1103827,1,Los Angeles,2019
